pl_name,hostname,disc_year,discoverymethod,sy_dist,pl_orbper,decade,5-years period
Kepler-337 b,Kepler-337,2014,Transit,677.975,3.292781,2010,2010
Kepler-337 c,Kepler-337,2014,Transit,677.975,9.693201,2010,2010
Kepler-338 b,Kepler-338,2014,Transit,552.798,13.726976,2010,2010
Kepler-338 c,Kepler-338,2014,Transit,552.798,24.310856,2010,2010
Kepler-338 d,Kepler-338,2014,Transit,552.798,44.431014,2010,2010
Kepler-338 e,Kepler-338,2014,Transit Timing Variations,552.798,9.341,2010,2010
Kepler-339 b,Kepler-339,2014,Transit,616.637,4.977656,2010,2010
Kepler-339 c,Kepler-339,2014,Transit,616.637,6.988055,2010,2010
Kepler-339 d,Kepler-339,2014,Transit,616.637,10.558345,2010,2010
Kepler-34 b,Kepler-34,2011,Transit,1800.82,288.822,2010,2010
Kepler-340 b,Kepler-340,2014,Transit,808.762,14.844387,2010,2010
Kepler-340 c,Kepler-340,2014,Transit,808.762,22.824669,2010,2010
Kepler-341 b,Kepler-341,2014,Transit,1047.03,5.195528,2010,2010
Kepler-341 c,Kepler-341,2014,Transit,1047.03,8.01041,2010,2010
Kepler-341 d,Kepler-341,2014,Transit,1047.03,27.666313,2010,2010
Kepler-341 e,Kepler-341,2014,Transit,1047.03,42.473269,2010,2010
Kepler-342 b,Kepler-342,2014,Transit,781.611,15.170318,2010,2010
Kepler-342 c,Kepler-342,2014,Transit,781.611,26.234138,2010,2010
Kepler-342 d,Kepler-342,2014,Transit,781.611,39.459357,2010,2010
Kepler-342 e,Kepler-342,2016,Transit,781.611,1.644224613,2015,2015
Kepler-343 b,Kepler-343,2014,Transit,927.193,8.96855,2010,2010
Kepler-343 c,Kepler-343,2014,Transit,927.193,23.22182,2010,2010
Kepler-344 b,Kepler-344,2014,Transit,1002.94,21.963945,2010,2010
Kepler-344 c,Kepler-344,2014,Transit,1002.94,125.596809,2010,2010
Kepler-345 b,Kepler-345,2014,Transit,,7.415563,2010,2010
Kepler-345 c,Kepler-345,2014,Transit,,9.387427,2010,2010
Kepler-346 b,Kepler-346,2014,Transit,984.105,6.511127,2010,2010
Kepler-346 c,Kepler-346,2014,Transit,984.105,23.851549,2010,2010
Kepler-347 b,Kepler-347,2014,Transit,1298.88,12.79836,2010,2010
Kepler-347 c,Kepler-347,2014,Transit,1298.88,27.320871,2010,2010
Kepler-347 d,Kepler-347,2023,Transit,1298.88,85.517344,2020,2020
Kepler-348 b,Kepler-348,2014,Transit,570.783,7.05677,2010,2010
Kepler-348 c,Kepler-348,2014,Transit,570.783,17.265427,2010,2010
Kepler-349 b,Kepler-349,2014,Transit,940.724,5.929778,2010,2010
Kepler-349 c,Kepler-349,2014,Transit,940.724,12.247629,2010,2010
Kepler-35 b,Kepler-35,2011,Transit,1819.17,131.458,2010,2010
Kepler-350 b,Kepler-350,2014,Transit,956.859,11.189562,2010,2010
Kepler-350 c,Kepler-350,2013,Transit,956.859,17.849,2010,2010
Kepler-350 d,Kepler-350,2013,Transit,956.859,26.136,2010,2010
Kepler-351 b,Kepler-351,2014,Transit,1083.91,37.054919,2010,2010
Kepler-351 c,Kepler-351,2014,Transit,1083.91,57.24809,2010,2010
Kepler-351 d,Kepler-351,2016,Transit,1083.91,142.544247,2015,2015
Kepler-352 b,Kepler-352,2014,Transit,252.733,10.05537,2010,2010
Kepler-352 c,Kepler-352,2014,Transit,252.733,16.332995,2010,2010
Kepler-352 d,Kepler-352,2021,Transit,252.733,6.887279987,2020,2020
Kepler-353 b,Kepler-353,2014,Transit,384.694,5.795278,2010,2010
Kepler-353 c,Kepler-353,2014,Transit,384.694,8.410894,2010,2010
Kepler-354 b,Kepler-354,2014,Transit,554.064,5.47666,2010,2010
Kepler-354 c,Kepler-354,2014,Transit,554.064,16.934402,2010,2010
Kepler-354 d,Kepler-354,2014,Transit,554.064,24.209842,2010,2010
Kepler-355 b,Kepler-355,2014,Transit,1432.17,11.03189,2010,2010
Kepler-355 c,Kepler-355,2014,Transit,1432.17,25.762294,2010,2010
Kepler-356 b,Kepler-356,2014,Transit,707.559,4.612696,2010,2010
Kepler-356 c,Kepler-356,2014,Transit,707.559,13.121632,2010,2010
Kepler-357 b,Kepler-357,2014,Transit,688.573,6.475434,2010,2010
Kepler-357 c,Kepler-357,2014,Transit,688.573,16.85837,2010,2010
Kepler-357 d,Kepler-357,2014,Transit,688.573,49.499875,2010,2010
Kepler-358 b,Kepler-358,2014,Transit,1101.1,34.060467,2010,2010
Kepler-358 c,Kepler-358,2014,Transit,1101.1,83.488369,2010,2010
Kepler-359 b,Kepler-359,2014,Transit,1443.21,25.563222,2010,2010
Kepler-359 c,Kepler-359,2014,Transit,1443.21,57.68802,2010,2010
Kepler-359 d,Kepler-359,2014,Transit,1443.21,77.095691,2010,2010
Kepler-36 b,Kepler-36,2012,Transit,527.956,13.86825,2010,2010
Kepler-36 c,Kepler-36,2012,Transit,527.956,16.21865,2010,2010
Kepler-360 b,Kepler-360,2014,Transit,876.044,3.289672,2010,2010
Kepler-360 c,Kepler-360,2014,Transit,876.044,7.186434,2010,2010
Kepler-361 b,Kepler-361,2014,Transit,930.32,8.486616,2010,2010
Kepler-361 c,Kepler-361,2014,Transit,930.32,55.188023,2010,2010
Kepler-362 b,Kepler-362,2014,Transit,1090.51,10.327186,2010,2010
Kepler-362 c,Kepler-362,2014,Transit,1090.51,37.866281,2010,2010
Kepler-363 b,Kepler-363,2014,Transit,762.596,3.614568,2010,2010
Kepler-363 c,Kepler-363,2014,Transit,762.596,7.542427,2010,2010
Kepler-363 d,Kepler-363,2014,Transit,762.596,11.932125,2010,2010
Kepler-364 b,Kepler-364,2014,Transit,891.462,25.745718,2010,2010
Kepler-364 c,Kepler-364,2014,Transit,891.462,59.980627,2010,2010
Kepler-365 b,Kepler-365,2014,Transit,1038.99,10.664903,2010,2010
Kepler-365 c,Kepler-365,2014,Transit,1038.99,17.784129,2010,2010
Kepler-366 b,Kepler-366,2014,Transit,1856.28,3.281959,2010,2010
Kepler-366 c,Kepler-366,2014,Transit,1856.28,12.51616,2010,2010
Kepler-367 b,Kepler-367,2014,Transit,188.027,37.815724,2010,2010
Kepler-367 c,Kepler-367,2014,Transit,188.027,53.578637,2010,2010
Kepler-368 b,Kepler-368,2014,Transit,770.978,26.84768,2010,2010
Kepler-368 c,Kepler-368,2014,Transit,770.978,72.379334,2010,2010
Kepler-369 b,Kepler-369,2014,Transit,,2.732756,2010,2010
Kepler-369 c,Kepler-369,2014,Transit,,14.871572,2010,2010
Kepler-37 b,Kepler-37,2013,Transit,63.9207,13.36702,2010,2010
Kepler-37 c,Kepler-37,2013,Transit,63.9207,21.301848,2010,2010
Kepler-37 d,Kepler-37,2013,Transit,63.9207,39.7922622,2010,2010
Kepler-37 e,Kepler-37,2014,Transit Timing Variations,63.9207,51.196,2010,2010
Kepler-370 b,Kepler-370,2014,Transit,1167.94,4.57953,2010,2010
Kepler-370 c,Kepler-370,2014,Transit,1167.94,19.02293,2010,2010
Kepler-371 b,Kepler-371,2014,Transit,813.192,34.763278,2010,2010
Kepler-371 c,Kepler-371,2014,Transit,813.192,67.968015,2010,2010
Kepler-372 b,Kepler-372,2014,Transit,1493.95,6.849692,2010,2010
Kepler-372 c,Kepler-372,2014,Transit,1493.95,20.053763,2010,2010
Kepler-372 d,Kepler-372,2014,Transit,1493.95,30.092568,2010,2010
Kepler-373 b,Kepler-373,2014,Transit,1090.45,5.535309,2010,2010
Kepler-373 c,Kepler-373,2014,Transit,1090.45,16.725948,2010,2010
Kepler-374 b,Kepler-374,2014,Transit,1265.61,1.897806,2010,2010
Kepler-374 c,Kepler-374,2014,Transit,1265.61,3.282807,2010,2010
Kepler-374 d,Kepler-374,2014,Transit,1265.61,5.028219,2010,2010
Kepler-375 b,Kepler-375,2014,Transit,1238.81,12.125934,2010,2010
Kepler-375 c,Kepler-375,2014,Transit,1238.81,19.986326,2010,2010
Kepler-376 b,Kepler-376,2014,Transit,923.067,4.920199,2010,2010
Kepler-376 c,Kepler-376,2014,Transit,923.067,14.172327,2010,2010
Kepler-377 b,Kepler-377,2014,Transit,823.804,12.509529,2010,2010
Kepler-377 c,Kepler-377,2014,Transit,823.804,27.014976,2010,2010
Kepler-378 b,Kepler-378,2014,Transit,152.094,16.092361,2010,2010
Kepler-378 c,Kepler-378,2014,Transit,152.094,28.906009,2010,2010
Kepler-379 b,Kepler-379,2014,Transit,731.274,20.09838,2010,2010
Kepler-379 c,Kepler-379,2014,Transit,731.274,62.784697,2010,2010
Kepler-38 b,Kepler-38,2012,Transit,1174.59,105.599,2010,2010
Kepler-380 b,Kepler-380,2014,Transit,813.713,3.930821,2010,2010
Kepler-380 c,Kepler-380,2014,Transit,813.713,7.630004,2010,2010
Kepler-381 b,Kepler-381,2014,Transit,267.323,5.629021,2010,2010
Kepler-381 c,Kepler-381,2014,Transit,267.323,13.391635,2010,2010
Kepler-381 d,Kepler-381,2021,Transit,267.323,8.256299973,2020,2020
Kepler-382 b,Kepler-382,2014,Transit,935.446,5.262155,2010,2010
Kepler-382 c,Kepler-382,2014,Transit,935.446,12.162701,2010,2010
Kepler-383 b,Kepler-383,2014,Transit,,12.904532,2010,2010
Kepler-383 c,Kepler-383,2014,Transit,,31.200751,2010,2010
Kepler-384 b,Kepler-384,2014,Transit,895.678,22.597053,2010,2010
Kepler-384 c,Kepler-384,2014,Transit,895.678,45.348269,2010,2010
Kepler-385 b,Kepler-385,2014,Transit,1432.61,10.043686,2010,2010
Kepler-385 c,Kepler-385,2014,Transit,1432.61,15.163161,2010,2010
Kepler-385 d,Kepler-385,2020,Transit,1432.61,56.4159,2020,2020
Kepler-386 b,Kepler-386,2014,Transit,882.462,12.31043,2010,2010
Kepler-386 c,Kepler-386,2014,Transit,882.462,25.193458,2010,2010
Kepler-387 b,Kepler-387,2014,Transit,801.052,6.791636,2010,2010
Kepler-387 c,Kepler-387,2014,Transit,801.052,11.837549,2010,2010
Kepler-388 b,Kepler-388,2014,Transit,,3.173315,2010,2010
Kepler-388 c,Kepler-388,2014,Transit,,13.297004,2010,2010
Kepler-389 b,Kepler-389,2014,Transit,816.559,3.244107,2010,2010
Kepler-389 c,Kepler-389,2014,Transit,816.559,14.51143,2010,2010
Kepler-39 b,Kepler-39,2011,Transit,1057.41,21.08721,2010,2010
Kepler-390 b,Kepler-390,2014,Transit,435.277,6.738088,2010,2010
Kepler-390 c,Kepler-390,2014,Transit,435.277,13.060022,2010,2010
Kepler-391 b,Kepler-391,2014,Transit,869.236,7.4175,2010,2010
Kepler-391 c,Kepler-391,2014,Transit,869.236,20.501,2010,2010
Kepler-392 b,Kepler-392,2014,Transit,681.428,5.341853,2010,2010
Kepler-392 c,Kepler-392,2014,Transit,681.428,10.423118,2010,2010
Kepler-393 b,Kepler-393,2014,Transit,881.404,9.182417,2010,2010
Kepler-393 c,Kepler-393,2014,Transit,881.404,14.613612,2010,2010
Kepler-394 b,Kepler-394,2014,Transit,1058.72,8.005013,2010,2010
Kepler-394 c,Kepler-394,2014,Transit,1058.72,12.130686,2010,2010
Kepler-394 d,Kepler-394,2021,Transit,1058.72,5.613580227,2020,2020
Kepler-395 b,Kepler-395,2014,Transit,421.382,7.054346,2010,2010
Kepler-395 c,Kepler-395,2014,Transit,421.382,34.989262,2010,2010
Kepler-396 b,Kepler-396,2013,Transit,223.757,42.994,2010,2010
Kepler-396 c,Kepler-396,2013,Transit,223.757,88.505,2010,2010
Kepler-397 b,Kepler-397,2014,Transit,,22.250949,2010,2010
Kepler-397 c,Kepler-397,2014,Transit,,135.498527,2010,2010
Kepler-398 b,Kepler-398,2014,Transit,177.355,4.081423,2010,2010
Kepler-398 c,Kepler-398,2014,Transit,177.355,11.419412,2010,2010
Kepler-398 d,Kepler-398,2016,Transit,177.355,6.83437001,2015,2015
Kepler-399 b,Kepler-399,2014,Transit,740.537,14.425281,2010,2010
Kepler-399 c,Kepler-399,2014,Transit,740.537,26.67569,2010,2010
Kepler-399 d,Kepler-399,2014,Transit,740.537,58.034616,2010,2010
Kepler-4 b,Kepler-4,2009,Transit,487.916,3.21346,2005,2005
Kepler-40 b,Kepler-40,2010,Transit,2305.01,6.87349,2010,2010
Kepler-400 b,Kepler-400,2014,Transit,845.97,9.024389,2010,2010
Kepler-400 c,Kepler-400,2014,Transit,845.97,17.340824,2010,2010
Kepler-401 b,Kepler-401,2014,Transit,965.56,14.383035,2010,2010
Kepler-401 c,Kepler-401,2014,Transit,965.56,47.318218,2010,2010
Kepler-401 d,Kepler-401,2016,Transit,965.56,184.256405,2015,2015
Kepler-402 b,Kepler-402,2014,Transit,625.339,4.028751,2010,2010
Kepler-402 c,Kepler-402,2014,Transit,625.339,6.124821,2010,2010
Kepler-402 d,Kepler-402,2014,Transit,625.339,8.921099,2010,2010
Kepler-402 e,Kepler-402,2014,Transit,625.339,11.242861,2010,2010
Kepler-403 b,Kepler-403,2014,Transit,840.269,7.031462,2010,2010
Kepler-403 c,Kepler-403,2014,Transit,840.269,54.280749,2010,2010
Kepler-403 d,Kepler-403,2016,Transit,840.269,13.61159129,2015,2015
Kepler-404 b,Kepler-404,2014,Transit,812.524,11.829851,2010,2010
Kepler-404 c,Kepler-404,2014,Transit,812.524,14.751166,2010,2010
Kepler-405 b,Kepler-405,2014,Transit,1065.08,10.613839,2010,2010
Kepler-405 c,Kepler-405,2014,Transit,1065.08,29.726682,2010,2010
Kepler-406 b,Kepler-406,2014,Transit,364.03,2.42629,2010,2010
Kepler-406 c,Kepler-406,2014,Transit,364.03,4.62332,2010,2010
Kepler-407 b,Kepler-407,2014,Transit,338.368,0.6693124,2010,2010
Kepler-407 c,Kepler-407,2014,Radial Velocity,338.368,3000.0,2010,2010
Kepler-408 b,Kepler-408,2014,Transit,88.7832,2.46502,2010,2010
Kepler-409 b,Kepler-409,2014,Transit,68.173,68.9583216,2010,2010
Kepler-41 b,Kepler-41,2011,Transit,1093.08,1.8555582,2010,2010
Kepler-410 A b,Kepler-410 A,2013,Transit,147.527,17.833648,2010,2010
Kepler-411 b,Kepler-411,2013,Transit,153.676,3.005156,2010,2010
Kepler-411 c,Kepler-411,2016,Transit,153.676,7.834435,2015,2015
Kepler-411 d,Kepler-411,2018,Transit,153.676,58.02035,2015,2015
Kepler-411 e,Kepler-411,2018,Transit Timing Variations,153.676,31.509728,2015,2015
Kepler-412 b,Kepler-412,2014,Transit,1086.24,1.7208604,2010,2010
Kepler-413 b,Kepler-413,2014,Transit,847.536,66.262,2010,2010
Kepler-414 b,Kepler-414,2014,Transit Timing Variations,413.46,4.7,2010,2010
Kepler-414 c,Kepler-414,2014,Transit Timing Variations,413.46,7.171,2010,2010
Kepler-415 b,Kepler-415,2014,Transit Timing Variations,530.487,4.176,2010,2010
Kepler-415 c,Kepler-415,2014,Transit Timing Variations,530.487,8.708,2010,2010
Kepler-416 b,Kepler-416,2014,Transit Timing Variations,690.819,6.319,2010,2010
Kepler-416 c,Kepler-416,2014,Transit Timing Variations,690.819,12.209,2010,2010
Kepler-416 d,Kepler-416,2023,Transit,690.819,3.07644709,2020,2020
Kepler-417 b,Kepler-417,2014,Transit Timing Variations,973.989,12.331,2010,2010
Kepler-417 c,Kepler-417,2014,Transit Timing Variations,973.989,15.943,2010,2010
Kepler-418 b,Kepler-418,2014,Transit,1002.53,86.67856,2010,2010
Kepler-418 c,Kepler-418,2021,Transit,1002.53,12.21829987,2020,2020
Kepler-419 b,Kepler-419,2014,Transit,1011.36,69.7546,2010,2010
Kepler-419 c,Kepler-419,2014,Transit Timing Variations,1011.36,675.47,2010,2010
Kepler-42 b,Kepler-42,2011,Transit,40.0595,1.2137672,2010,2010
Kepler-42 c,Kepler-42,2011,Transit,40.0595,0.45328509,2010,2010
Kepler-42 d,Kepler-42,2011,Transit,40.0595,1.865169,2010,2010
Kepler-421 b,Kepler-421,2014,Transit,348.558,704.1984,2010,2010
Kepler-422 b,Kepler-422,2014,Transit,722.795,7.8914483,2010,2010
Kepler-423 b,Kepler-423,2014,Transit,758.753,2.6843285,2010,2010
Kepler-424 b,Kepler-424,2014,Transit,698.646,3.3118644,2010,2010
Kepler-424 c,Kepler-424,2014,Radial Velocity,698.646,223.3,2010,2010
Kepler-425 b,Kepler-425,2014,Transit,646.647,3.79701816,2010,2010
Kepler-426 b,Kepler-426,2014,Transit,843.695,3.21751883,2010,2010
Kepler-427 b,Kepler-427,2014,Transit,1017.8,10.290994,2010,2010
Kepler-428 b,Kepler-428,2014,Transit,686.284,3.52563254,2010,2010
Kepler-43 b,Kepler-43,2011,Transit,1005.84,3.0240949,2010,2010
Kepler-430 b,Kepler-430,2015,Transit,917.477,35.968,2015,2015
Kepler-430 c,Kepler-430,2015,Transit,917.477,110.979,2015,2015
Kepler-431 b,Kepler-431,2015,Transit,486.546,6.803,2015,2015
Kepler-431 c,Kepler-431,2015,Transit,486.546,8.703,2015,2015
Kepler-431 d,Kepler-431,2015,Transit,486.546,11.922,2015,2015
Kepler-432 b,Kepler-432,2015,Transit,848.023,52.501129,2015,2015
Kepler-432 c,Kepler-432,2015,Radial Velocity,848.023,406.2,2015,2015
Kepler-433 b,Kepler-433,2015,Transit,1878.31,5.33408384,2015,2015
Kepler-434 b,Kepler-434,2015,Transit,1222.54,12.8747099,2015,2015
Kepler-435 b,Kepler-435,2015,Transit,1418.77,8.6001536,2015,2015
Kepler-436 b,Kepler-436,2015,Transit,588.867,64.00205,2015,2015
Kepler-436 c,Kepler-436,2016,Transit,588.867,16.79713874,2015,2015
Kepler-437 b,Kepler-437,2015,Transit,,66.65062,2015,2015
Kepler-438 b,Kepler-438,2015,Transit,,35.23319,2015,2015
Kepler-439 b,Kepler-439,2015,Transit,757.048,178.1396,2015,2015
Kepler-44 b,Kepler-44,2011,Transit,1188.0,3.2467293,2010,2010
Kepler-440 b,Kepler-440,2015,Transit,301.03,101.11141,2015,2015
Kepler-441 b,Kepler-441,2015,Transit,268.003,207.2482,2015,2015
Kepler-442 b,Kepler-442,2015,Transit,365.965,112.3053,2015,2015
Kepler-443 b,Kepler-443,2015,Transit,802.271,177.6693,2015,2015
Kepler-444 b,Kepler-444,2015,Transit,36.4396,3.6001053,2015,2015
Kepler-444 c,Kepler-444,2015,Transit,36.4396,4.5458841,2015,2015
Kepler-444 d,Kepler-444,2015,Transit,36.4396,6.189392,2015,2015
Kepler-444 e,Kepler-444,2015,Transit,36.4396,7.743493,2015,2015
Kepler-444 f,Kepler-444,2015,Transit,36.4396,9.740486,2015,2015
Kepler-445 b,Kepler-445,2015,Transit,127.201,2.984151,2015,2015
Kepler-445 c,Kepler-445,2015,Transit,127.201,4.871229,2015,2015
Kepler-445 d,Kepler-445,2015,Transit,127.201,8.15275,2015,2015
Kepler-446 b,Kepler-446,2015,Transit,96.339,1.565409,2015,2015
Kepler-446 c,Kepler-446,2015,Transit,96.339,3.036179,2015,2015
Kepler-446 d,Kepler-446,2015,Transit,96.339,5.148921,2015,2015
Kepler-447 b,Kepler-447,2015,Transit,268.041,7.79430132,2015,2015
Kepler-448 c,KOI-12,2017,Transit Timing Variations,399.398,2500.0,2015,2015
Kepler-449 b,Kepler-449,2015,Transit,241.949,12.58242,2015,2015
Kepler-449 c,Kepler-449,2015,Transit,241.949,33.6727,2015,2015
Kepler-45 b,Kepler-45,2011,Transit,381.949,2.455239,2010,2010
Kepler-450 b,Kepler-450,2015,Transit,455.982,28.454851,2015,2015
Kepler-450 c,Kepler-450,2015,Transit,455.982,15.413135,2015,2015
Kepler-450 d,Kepler-450,2015,Transit,455.982,7.51464,2015,2015
Kepler-451 c,2MASS J19383260+4603591,2022,Eclipse Timing Variations,396.332,1460.0,2020,2020
Kepler-451 d,2MASS J19383260+4603591,2022,Eclipse Timing Variations,396.332,43.0,2020,2020
Kepler-452 b,Kepler-452,2015,Transit,551.727,384.843,2015,2015
Kepler-453 b,Kepler-453,2015,Transit,442.846,240.503,2015,2015
Kepler-454 b,Kepler-454,2015,Transit,230.869,10.5737534,2015,2015
Kepler-454 c,Kepler-454,2015,Radial Velocity,230.869,524.19,2015,2015
Kepler-454 d,Kepler-454,2023,Radial Velocity,230.869,4073.0,2020,2020
Kepler-457 d,KOI-7892,2021,Transit,1072.3,10.6906004,2020,2020
Kepler-458 c,KIC 9663113,2016,Transit,1594.74,20.74028413,2015,2015
Kepler-46 b,Kepler-46,2012,Transit,777.06,33.60134,2010,2010
Kepler-46 c,Kepler-46,2012,Transit Timing Variations,777.06,57.011,2010,2010
Kepler-46 d,Kepler-46,2014,Transit,777.06,6.766589,2010,2010
Kepler-460 c,KIC 5437945,2016,Transit,1274.01,220.1303357,2015,2015
Kepler-461 b,Kepler-461,2016,Transit,692.158,8.313783059,2015,2015
Kepler-462 b,Kepler-462,2016,Transit,596.625,84.6866,2015,2015
Kepler-462 c,Kepler-462,2020,Transit,596.625,207.62,2020,2020
Kepler-463 b,Kepler-463,2016,Transit,394.804,8.981016833,2015,2015
Kepler-464 b,Kepler-464,2016,Transit,667.604,7.256965224,2015,2015
Kepler-465 b,Kepler-465,2016,Transit,553.077,9.940672466,2015,2015
Kepler-466 b,Kepler-466,2016,Transit,530.122,51.07926307,2015,2015
Kepler-466 c,Kepler-466,2016,Transit,530.122,3.709213846,2015,2015
Kepler-467 b,Kepler-467,2016,Transit,466.265,24.99324193,2015,2015
Kepler-468 b,Kepler-468,2016,Transit,442.871,38.478757067,2015,2015
Kepler-47 b,Kepler-47,2012,Transit,1025.02,49.4643,2010,2010
Kepler-47 c,Kepler-47,2012,Transit,1025.02,303.227,2010,2010
Kepler-47 d,Kepler-47,2019,Transit,1025.02,187.366,2015,2015
Kepler-471 b,Kepler-471,2016,Transit,1249.41,5.014234575,2015,2015
Kepler-472 b,Kepler-472,2016,Transit,306.602,4.176255514,2015,2015
Kepler-473 b,Kepler-473,2016,Transit,905.937,14.55731705,2015,2015
Kepler-474 b,Kepler-474,2016,Transit,841.496,5.660672935,2015,2015
Kepler-475 b,Kepler-475,2016,Transit,280.069,3.105508189,2015,2015
Kepler-476 b,Kepler-476,2016,Transit,813.535,14.00640607,2015,2015
Kepler-477 b,Kepler-477,2016,Transit,,11.11990653,2015,2015
Kepler-478 b,Kepler-478,2016,Transit,,13.2217576,2015,2015
Kepler-479 b,Kepler-479,2016,Transit,344.901,12.49341307,2015,2015
Kepler-48 b,Kepler-48,2012,Transit,306.738,4.778,2010,2010
Kepler-48 c,Kepler-48,2012,Transit,306.738,9.67395,2010,2010
Kepler-48 d,Kepler-48,2014,Transit,306.738,42.8961,2010,2010
Kepler-48 e,Kepler-48,2014,Radial Velocity,306.738,982.0,2010,2010
Kepler-48 f,Kepler-48,2023,Radial Velocity,306.738,5219.681854,2020,2020
Kepler-480 b,Kepler-480,2016,Transit,847.508,4.919583795,2015,2015
Kepler-481 b,Kepler-481,2016,Transit,813.724,10.06082567,2015,2015
Kepler-482 b,Kepler-482,2016,Transit,313.068,56.35418576,2015,2015
Kepler-483 b,Kepler-483,2016,Transit,860.355,30.229104,2015,2015
Kepler-484 b,Kepler-484,2016,Transit,382.136,10.045569313,2015,2015
Kepler-485 b,Kepler-485,2016,Transit,1140.95,3.243259796,2015,2015
Kepler-487 b,Kepler-487,2016,Transit,872.343,15.358768403,2015,2015
Kepler-487 c,Kepler-487,2016,Transit,872.343,38.6519976,2015,2015
Kepler-487 d,Kepler-487,2021,Transit,872.343,2.418390036,2020,2020
Kepler-489 b,Kepler-489,2016,Transit,369.645,17.276296119,2015,2015
Kepler-49 b,Kepler-49,2012,Transit,311.222,7.2,2010,2010
Kepler-49 c,Kepler-49,2012,Transit,311.222,10.91,2010,2010
Kepler-49 d,Kepler-49,2014,Transit,311.222,2.576549,2010,2010
Kepler-49 e,Kepler-49,2014,Transit,311.222,18.596108,2010,2010
Kepler-490 b,Kepler-490,2016,Transit,1523.0,3.268695154,2015,2015
Kepler-491 b,Kepler-491,2016,Transit,630.785,4.225384512,2015,2015
Kepler-493 b,Kepler-493,2016,Transit,1745.77,3.003876581,2015,2015
Kepler-495 b,Kepler-495,2016,Transit,658.924,3.413036221,2015,2015
Kepler-495 c,Kepler-495,2021,Transit,658.924,5.896609783,2020,2020
Kepler-496 b,Kepler-496,2016,Transit,605.274,8.30864937,2015,2015
Kepler-497 b,Kepler-497,2016,Transit,1291.98,3.573203671,2015,2015
Kepler-498 b,Kepler-498,2016,Transit,938.844,9.61375356,2015,2015
Kepler-499 b,Kepler-499,2016,Transit,556.726,5.632528453,2015,2015
Kepler-5 b,Kepler-5,2009,Transit,899.777,3.5484657,2005,2005
Kepler-50 b,Kepler-50,2012,Transit,250.11,7.81254,2010,2010
Kepler-50 c,Kepler-50,2012,Transit,250.11,9.37647,2010,2010
Kepler-500 b,Kepler-500,2016,Transit,807.48,8.508324398,2015,2015
Kepler-501 b,Kepler-501,2016,Transit,1125.24,5.640677572,2015,2015
Kepler-501 c,Kepler-501,2021,Transit,1125.24,3.622760057,2020,2020
Kepler-502 b,Kepler-502,2016,Transit,1591.04,4.28686431,2015,2015
Kepler-504 b,Kepler-504,2016,Transit,99.0688,9.549275422,2015,2015
Kepler-505 b,Kepler-505,2016,Transit,283.41,27.52197994,2015,2015
Kepler-506 b,Kepler-506,2016,Transit,228.439,6.8834055,2015,2015
Kepler-507 b,Kepler-507,2016,Transit,391.644,3.568096926,2015,2015
Kepler-508 b,Kepler-508,2016,Transit,324.618,25.30889748,2015,2015
Kepler-509 b,Kepler-509,2016,Transit,332.443,41.74600392,2015,2015
Kepler-51 b,Kepler-51,2012,Transit,783.831,45.154,2010,2010
Kepler-51 c,Kepler-51,2012,Transit,783.831,85.312,2010,2010
Kepler-51 d,Kepler-51,2014,Transit,783.831,130.194,2010,2010
Kepler-51 e,Kepler-51,2024,Transit Timing Variations,783.831,264.284,2020,2020
